Submission ID,Respondent ID,Submitted at,Which city do you live in?,Age,Gender,Year of Study,Income Range per month (LKR),Do you prefer online shopping or in-store shopping?,How many times per month do you shop online?,Social Media,Untitled short answer field,Shopping Platforms,Untitled short answer field,How often do you shop for clothes each month?,How much money do you typically spend on clothes/clothes per month (Rs/LKR)?,Are you satisfied with the current price ranges for clothes in stores?,Are you happy with Sri Lanka's current fashion styles?,What do you do when you want to discard your old clothes?,How many pieces of clothing do you discard each year?,Do you have once or never worn clothing items in your wardrobe? ,How many once or never worn clothing items do you have?,How many functions do you have to attend per year?,How often do you re-wear a party-wear?,How much do you usually spend or willing to pay on a party wear?,How frequently do you post your photos with new party wear on social media?,How frequently do you post your photos with the same party wear (mentioned in above) on social media?,"Would you like to consider, [wearing a borrowed clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [wearing a rented clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [buying a used (but in good condition) clothing item for an affordable price (for special occasions, parties, etc.)?
]","Would you like to consider, [Do you think that there is a potential for disease transmission when wearing second-hand or previously used clothes?]","Would you like to consider, [If an app allows you to buy, rent, and resell clothes, would you like to use it?
]",What are your main drawbacks when using a second-hand clothing app? (Select all that apply),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Quality of Clothing),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Scams (Trust Issues)),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Price & Payment Methods),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Delivery Charges),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Self-Esteem),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Other),Untitled short answer field,What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Party wear (dresses, sarees, lehengas, suits))","What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Casual wear (office wear, outdoor wear))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Home wear),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Sports wear),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Footwear (shoes, heels, sandals))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Accessories),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Bags & Luggage),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Books),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Electronic devices (phones, laptops, calculators etc.))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Household appliances),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Not interested in any Second-Hand items),If you see a celebrity wearing a dress and you have the chance to buy/rent it at an affordable price would you be interested?,"If you could post a picture of yourself wearing clothes on the app and someone wants to buy or rent it, would you be interested in selling or renting it?",What would make a second-hand clothing app most appealing to you?,Untitled short answer field,Do you have any additional comments or suggestions for a second-hand clothing app?
r1WlpR,B8R0oN,2024-09-14 14:53:37,Kandy,25+,Female,4th year,Below 10K,In-Store,Once or Twice,TikTok,,AliExpress,,Once or Twice,"4,000 - 6,000",3,3,Donate,10+,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Rarely,Yes,Yes,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,Good 
v1bNav,4Pbz6B,2024-09-14 14:54:52,Matale ,22 - 25,Female,2nd year,Below 10K,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"2,000 - 4,000",3,3,Recycle,6 - 10,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Sometimes,No,No,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Save money,,
QWy0ok,r2ZY12,2024-09-14 15:09:16,Katugastota,18 -21,Male,1st year,10K - 50K,In-Store,Once or Twice,Instagram,,Daraz,,Once or Twice,"2,000 - 4,000",3,3,Donate,1 - 5,No,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Never,No,Yes,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,No,No,Save money,,
AG5xrk,bNJALZ,2024-09-14 15:20:18,Galewela,25+,Female,4th year,50K - 100K,Online,Thrice or More,"Facebook, Instagram, WhatsApp, Telegram",,Daraz,,Thrice or More,"6,000 - 8,000",3,3,Donate,10+,Yes,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Never,No,No,No,Yes,Yes,"Price & Payment Methods, Quality of Clothing, Scams (Trust Issues), Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Yes, I would buy",No,Sustainability of the service,,
d1Vlko,dQyRpN,2024-09-14 15:24:43,Kandy ,22 - 25,Female,4th year,Not Employed,Online,Once or Twice,"Facebook, Instagram, WhatsApp, TikTok",,"AliExpress, Daraz, eBay",,Thrice or More,"6,000 - 8,000",3,5,Donate,6 - 10,Yes,1 - 3,6 - 10,Once or Twice,"5,000 - 10,000",Always,Rarely,No,No,No,Yes,No,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
9y5v7Y,Vo6qLv,2024-09-14 15:31:20,Avissawella,25+,Female,3rd year,10K - 50K,In-Store,Never,WhatsApp,,Daraz,,Never,"Below 2,000",3,3,Discard,None,No,None,1 - 5,Thrice or More,"Less than 2,500",Never,Never,Yes,No,No,Yes,Yes,"Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Books, Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No,No,Other,no idea about this,"I do not prefer second-hand cloths due to health issues, I am using some cloths even more than 2 years, I buy new cloths twice/per year for our big festivals only, since now i am working i would like to buy cloths per month within 2500 budget. But I think Second hand clothing app will help others to have a kind of income and for some to wear what they like but cannot afford. Thank you"
G4yDLz,YVAe06,2024-09-14 15:32:55,Gampaha,22 - 25,Female,1st year,10K - 50K,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"2,000 - 4,000",3,4,Discard,1 - 5,No,None,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Never,Yes,Yes,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books, Household appliances",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Yes, I would buy","Yes, I would rent",Functionality,,
jY27eQ,R8922J,2024-09-14 15:41:11,Kalutara ,25+,Male,3rd year,10K - 50K,In-Store,Never,Facebook,,"AliExpress, eBay, Daraz",,Never,"6,000 - 8,000",3,2,Donate,1 - 5,No,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Sometimes,No,Yes,Yes,No,Yes,Price & Payment Methods,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
r1WdAN,aZMkXE,2024-09-14 15:43:14,Matale,22 - 25,Male,1st year,Not Employed,In-Store,Never,Instagram,,Daraz,,Never,"Below 2,000",5,4,Donate,1 - 5,Yes,4-6,10+,Once or Twice,"5,000 - 10,000",Never,Never,No,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Home wear, Sports wear, Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,
YvyMNq,N8Zg7Q,2024-09-14 15:51:14,Gampaha,22 - 25,Female,4th year,10K - 50K,In-Store,Once or Twice,Instagram,,Shein,,Once or Twice,"6,000 - 8,000",3,3,Donate,10+,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Books, Bags & Luggage, Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Functionality,,
2y5xML,B8RgW7,2024-09-14 16:02:15,Nawalapitiya,25+,Male,4th year,50K - 100K,In-Store,Never,"Facebook, Instagram, WhatsApp",,AliExpress,,Once or Twice,"4,000 - 6,000",1,1,Donate,6 - 10,Yes,1 - 3,6 - 10,Once or Twice,"5,000 - 10,000",Always,Sometimes,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Accessories, Sports wear",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
G4yorO,dQypLV,2024-09-14 16:05:36,19,22 - 25,Female,2nd year,Not Employed,In-Store,Once or Twice,Instagram,,Shein,,Once or Twice,"2,000 - 4,000",2,2,Recycle,None,No,1 - 3,1 - 5,Once or Twice,"Less than 2,500",Sometimes,Sometimes,No,No,Yes,Yes,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Casual wear (office wear, outdoor wear), Sports wear, Bags & Luggage",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,
9y56lX,yeakZd,2024-09-14 16:05:58,Kandy ,22 - 25,Female,2nd year,Below 10K,In-Store,Once or Twice,WhatsApp,,AliExpress,,Once or Twice,"2,000 - 4,000",4,4,Discard,6 - 10,Yes,4-6,6 - 10,Once or Twice,"2,500 - 5,000",Always,Rarely,No,No,No,Yes,No,Price & Payment Methods,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Sustainability of the service,,
9y52EK,yeakpX,2024-09-14 16:18:29,Kandy,22 - 25,Female,2nd year,Not Employed,Online,Once or Twice,"Facebook, Instagram, WhatsApp",,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",2,4,Donate,1 - 5,Yes,4-6,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Rarely,No,No,No,Yes,No,"Scams (Trust Issues), Quality of Clothing, Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,Books,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,Sustainability of the service,,No
O9ybQk,gWo1xJ,2024-09-14 16:36:56,Kurunegala ,25+,Male,4th year,Below 10K,In-Store,Once or Twice,Facebook,,Other,,Once or Twice,"2,000 - 4,000",4,3,Donate,1 - 5,Yes,6+,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Sometimes,No,Yes,Yes,Yes,Yes,"Quality of Clothing, Price & Payment Methods, Delivery Charges",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would rent","Yes, I would sell",Save money,,
2y57vg,E8OedN,2024-09-14 17:03:26,Negombo ,22 - 25,Female,4th year,10K - 50K,In-Store,Never,Instagram,,Daraz,,Once or Twice,"6,000 - 8,000",2,2,Discard,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Never,Yes,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
NQyPO0,ZPBXMv,2024-09-14 17:17:09,Kandy,25+,Male,4th year,50K - 100K,In-Store,Once or Twice,"Facebook, Instagram",,"Shein, Daraz",,Once or Twice,"6,000 - 8,000",3,2,Donate,1 - 5,Yes,1 - 3,6 - 10,Once or Twice,"5,000 - 10,000",Rarely,Rarely,No,Yes,Yes,Yes,Yes,"Quality of Clothing, Self-Esteem, Delivery Charges",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Bags & Luggage",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
0y5G8Q,YVAbl5,2024-09-14 17:35:19,Kandy,22 - 25,Female,1st year,50K - 100K,In-Store,Thrice or More,Facebook,,AliExpress,,Thrice or More,"6,000 - 8,000",1,2,Donate,None,Yes,6+,6 - 10,Once or Twice,"10,000+",Always,Rarely,Yes,Yes,Yes,Yes,No,Scams (Trust Issues),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Bags & Luggage, Books, Accessories",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,No
G4ygz2,B8RoA7,2024-09-14 17:48:01,Gampaha,25+,Male,4th year,10K - 50K,In-Store,Once or Twice,WhatsApp,,Daraz,,Once or Twice,"4,000 - 6,000",3,5,Donate,6 - 10,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Sometimes,No,Yes,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,No,Other,Good,No
Bl55Z7,8jlbzY,2024-09-14 18:01:21,Kandy,22 - 25,Female,4th year,Not Employed,In-Store,Once or Twice,Instagram,,AliExpress,,Once or Twice,"2,000 - 4,000",2,3,Donate,1 - 5,Yes,4-6,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Rarely,Yes,Yes,No,No,Yes,"Self-Esteem, Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
zovvJ8,p42YyE,2024-09-14 18:01:51,Anuradhapura,25+,Female,4th year,Above 100K,In-Store,Once or Twice,"Instagram, WhatsApp",,AliExpress,,Never,"2,000 - 4,000",3,3,Donate,6 - 10,No,1 - 3,10+,Once or Twice,"5,000 - 10,000",Always,Rarely,Yes,No,No,Yes,No,Scams (Trust Issues),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Books, Bags & Luggage, Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,No,"Yes, I would rent",Opportunity for extra income,,
elPGol,K8jjXM,2024-09-14 18:56:02,Colombo ,25+,Female,4th year,Above 100K,In-Store,Once or Twice,"Instagram, TikTok",,"Shein, AliExpress",,Once or Twice,"4,000 - 6,000",3,4,Recycle,None,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Always,Rarely,No,Yes,No,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
2y5q5p,6rlJNB,2024-09-14 21:36:51,Kanfy,22 - 25,Female,4th year,Not Employed,In-Store,Once or Twice,Facebook,,AliExpress,,Never,"4,000 - 6,000",2,4,Donate,1 - 5,Yes,6+,6 - 10,Once or Twice,"5,000 - 10,000",Sometimes,Never,No,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,"Yes, I would sell",Opportunity for extra income,,
jYYZ4Y,B8yE5Y,2024-09-14 22:50:33,Kandy,25+,Male,4th year,10K - 50K,In-Store,Once or Twice,"Facebook, Instagram",,"Daraz, AliExpress",,Once or Twice,"2,000 - 4,000",2,2,Discard,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Sometimes,No,Yes,No,Yes,Yes,"Self-Esteem, Delivery Charges, Price & Payment Methods, Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Accessories, Bags & Luggage, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,"Yes, I would rent",Opportunity for extra income,,
KZZzrz,0o9VyQ,2024-09-14 22:50:40,Gampaha,22 - 25,Male,4th year,10K - 50K,In-Store,Never,Instagram,,Daraz,,Once or Twice,"2,000 - 4,000",3,3,Discard,1 - 5,No,None,6 - 10,Once or Twice,"Less than 2,500",Never,Never,Yes,Yes,No,Yes,No,"Scams (Trust Issues), Quality of Clothing, Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books, Bags & Luggage, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"Yes, I would rent","Yes, I would sell",Opportunity for extra income,,
l11Ng5,0o9eMA,2024-09-15 1:35:17,Jaela ,25+,Female,4th year,10K - 50K,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"Below 2,000",3,3,Recycle,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Rarely,Yes,Yes,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,Save money,,
ellER0,VoeJ5a,2024-09-15 2:12:09,Ragama,22 - 25,Female,4th year,50K - 100K,In-Store,Once or Twice,"Facebook, WhatsApp, Instagram, TikTok",,"AliExpress, Daraz",,Never,"2,000 - 4,000",4,4,Donate,None,Yes,None,None,Never,"5,000 - 10,000",Never,Never,Yes,No,Yes,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Casual wear (office wear, outdoor wear)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,Functionality,,No
0yyvG0,jGRQX4,2024-09-15 3:12:43,Kandy,25+,Male,4th year,Not Employed,In-Store,Never,"Instagram, Facebook",,"AliExpress, Daraz",,Never,"2,000 - 4,000",2,3,Discard,1 - 5,No,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Rarely,Yes,Yes,No,Yes,Yes,"Price & Payment Methods, Quality of Clothing",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Books, Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,No,"Yes, I would rent",Functionality,,
o1176e,AWgLoW,2024-09-15 3:22:13,Kandy ,22 - 25,Female,4th year,Not Employed,In-Store,Once or Twice,Facebook,,eBay,,Once or Twice,"2,000 - 4,000",3,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Sometimes,Yes,Yes,No,Yes,No,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Yes, I would rent",Save money,,
x11PAk,8jBKrY,2024-09-15 3:43:02,Kurunegala ,18 -21,Female,1st year,Not Employed,In-Store,Once or Twice,Facebook,,Daraz,,Once or Twice,"4,000 - 6,000",4,3,Recycle,6 - 10,Yes,4-6,6 - 10,Once or Twice,"2,500 - 5,000",Rarely,Never,No,No,No,Yes,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Yes, I would buy",No,Save money,,
qMME59,jGRyY1,2024-09-15 3:47:10,Kandy,18 -21,Female,1st year,Not Employed,In-Store,Never,TikTok,,"Shein, eBay, Kapruka, Daraz",,Once or Twice,"2,000 - 4,000",3,1,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Never,Never,No,No,No,Yes,No,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Accessories, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy",No,Opportunity for extra income,,
EEEbyL,e9JBeJ,2024-09-15 4:05:41,Kandy,25+,Male,4th year,50K - 100K,In-Store,Once or Twice,"Facebook, Instagram",,"AliExpress, Daraz",,Once or Twice,"4,000 - 6,000",4,3,Donate,1 - 5,No,None,6 - 10,Once or Twice,"5,000 - 10,000",Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Footwear (shoes, heels, sandals), Bags & Luggage, Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
VAA9lJ,5E7dEE,2024-09-15 4:12:58,Galle ,22 - 25,Female,3rd year,10K - 50K,In-Store,Never,Instagram,,AliExpress,,Once or Twice,"2,000 - 4,000",4,2,Recycle,None,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Rarely,Yes,No,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy","Yes, I would rent",Functionality,,
x119j9,74AdBR,2024-09-15 4:26:12,Kurunegala ,25+,Female,4th year,50K - 100K,In-Store,Once or Twice,Instagram,,"Shein, AliExpress",,Once or Twice,"2,000 - 4,000",4,2,Donate,6 - 10,Yes,1 - 3,1 - 5,Never,"5,000 - 10,000",Sometimes,Never,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Opportunity for extra income,,
6yyreo,8jBdvP,2024-09-15 4:26:17,Colombo,25+,Female,4th year,10K - 50K,In-Store,Once or Twice,Instagram,,Other,,Once or Twice,"4,000 - 6,000",3,3,Donate,1 - 5,No,None,1 - 5,Never,"2,500 - 5,000",Never,Never,No,Yes,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Footwear (shoes, heels, sandals)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,No,"Yes, I would rent",Functionality,,
1yyGbQ,gWlAMN,2024-09-15 4:30:29,Kandy,22 - 25,Female,1st year,Not Employed,In-Store,Thrice or More,"Instagram, Facebook, WhatsApp",,Daraz,,Once or Twice,"2,000 - 4,000",2,3,Recycle,None,Yes,None,1 - 5,Once or Twice,"5,000 - 10,000",Always,Rarely,No,No,No,Yes,No,"Quality of Clothing, Price & Payment Methods, Self-Esteem, Scams (Trust Issues)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,No,Opportunity for extra income,,No
x119Wv,K8Eovg,2024-09-15 4:36:11,Kelaniya,22 - 25,Female,4th year,10K - 50K,Online,Once or Twice,"Instagram, WhatsApp, Facebook",,"Daraz, AliExpress, Shein",,Once or Twice,"2,000 - 4,000",2,2,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"5,000 - 10,000",Always,Always,Yes,Yes,Yes,No,Yes,Price & Payment Methods,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Sports wear, Bags & Luggage",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
